anyo;trimestre;barrio;num_viviendas;metros_2;dormitorios;banyos;renta_min;renta_media;renta_max;euros_m2;desv_tipica
2014;3;Centro Histórico - Tradicional;69;91;2,5;1,5;295;538;1000;5,9;149
2014;3;Ciudad de Asís;17;83;2,5;1,3;270;366;450;4,4;48
2014;3;Ciudad Jardín;2;209;4;2,5;550;600;650;2,9;50
2014;3;El Palmeral;12;86;2,4;1,6;300;520;750;6;108
2014;3;Ensanche - Diputación;167;100;2,8;1,6;270;559;1000;5,6;150
2014;3;Florida Alta;22;93;3;1,4;250;389;500;4,2;66
2014;3;Florida Baja;38;89;2,7;1,5;270;434;550;4,9;61
2014;3;Gran Vía - Parque Avenidas;40;101;2,9;1,8;420;591;750;5,9;91
2014;3;Juan XXIII 1er sector;9;87;2,9;1,5;300;384;475;4,4;58
2014;3;La Albufereta;96;81;2,1;1,5;250;507;850;6,2;134
2014;3;Las Cuatrocientas Viviendas;2;69;2;1,5;330;415;500;6;85
2014;3;Los Ángeles;34;90;2,8;1,5;250;387;500;4,3;77
2014;3;Mercado;72;99;2,7;1,6;325;553;1000;5,6;165
2014;3;PAU I;26;104;2,7;1,8;370;582;800;5,6;85
2014;3;PAU II;7;91;2,6;1,9;450;521;600;5,7;45
2014;3;Pla del Bon Repós;65;80;2,6;1,2;250;361;490;4,5;51
2014;3;Playa de San Juan;265;109;2,5;1,7;300;639;1200;5,8;195
2014;3;Polígono de Babel;56;107;3;1,7;395;546;800;5,1;107
2014;3;Polígono de San Blas;15;92;2,9;1,6;320;502;630;5,4;102
2014;3;Princesa Mercedes - San Fernando;8;77;2,4;1;300;358;425;4,7;47
2014;3;Rabasa;4;96;2,5;1,5;550;663;750;6,9;89
2014;3;Raval Roig;19;91;2,8;1,5;350;559;800;6,1;117
2014;3;San Agustín;2;70;2;1;270;325;380;4,7;55
2014;3;San Antón;17;85;2,1;1,2;270;400;550;4,7;67
2014;3;San Blas;88;86;2,7;1,4;275;417;590;4,9;66
2014;3;San Gabriel;26;96;2,8;1,7;350;516;650;5,4;85
2014;3;Sidi Ifni - Nou Alacant;2;83;3;1,3;250;310;370;3,8;60
2014;3;Tómbola;8;108;3;1,8;400;478;550;4,4;51
2014;3;Urbanova;12;78;1,8;1,3;350;449;695;5,8;106
2014;3;Villafranqueza;8;79;2,4;1,3;295;349;400;4,5;44
2014;3;Virgen del Remedio;16;79;2,6;1,2;200;288;440;3,7;62
2014;3;Vistahermosa;19;105;2,8;1,6;380;531;800;5,1;149
2014;4;Alipark;16;96;3,2;1,5;300;448;550;4,7;60
2014;4;Altozano;35;93;3,1;1,6;250;423;550;4,5;82
2014;4;Benalúa;59;89;2,6;1,4;300;460;750;5,2;100
2014;4;Benisaudet;3;98;3,3;2;480;593;650;6,1;80
2014;4;Cabo de las Huertas;72;116;2,7;1,9;350;716;1200;6,2;191
2014;4;Campoamor;57;87;2,8;1,3;300;384;550;4,4;54
2014;4;Carolinas Altas;32;76;2,4;1,1;250;360;450;4,7;43
2014;4;Carolinas Bajas;33;85;2,3;1,2;250;375;500;4,4;52
2014;4;Casco Antiguo - Sta. Cruz;30;86;2,2;1,4;299;518;1100;6;184
2014;4;Centro Histórico - Tradicional;65;90;2,4;1,5;295;529;1000;5,9;147
2014;4;Ciudad de Asís;14;90;2,7;1,6;250;406;540;4,5;74
2014;4;El Palmeral;14;93;2,6;1,7;400;542;650;5,8;81
2014;4;Ensanche - Diputación;148;106;3;1,8;300;602;1000;5,7;168
2014;4;Florida Alta;28;88;2,9;1,3;300;382;500;4,4;49
2014;4;Florida Baja;19;85;2,6;1,3;200;377;500;4,4;73
2014;4;Gran Vía - Parque Avenidas;38;105;2,7;1,8;450;567;750;5,4;71
2014;4;Juan XXIII 1er sector;4;81;3;1;250;313;350;3,8;38
2014;4;Juan XXIII 2do Sector;4;91;3,5;1,5;250;275;300;3;25
2014;4;La Albufereta;127;84;2,1;1,5;230;554;1000;6,6;157
2014;4;La Goteta;2;85;2,5;1,5;330;365;400;4,3;35
2014;4;Los Ángeles;29;88;2,9;1,6;280;412;585;4,7;71
2014;4;Mercado;85;95;2,8;1,5;225;539;950;5,6;158
2014;4;PAU I;27;91;2,7;1,7;450;581;700;6,4;63
2014;4;PAU II;19;107;2,8;2;410;530;650;4,9;55
2014;4;Pla del Bon Repós;54;75;2,6;1,2;275;370;500;5;50
2014;4;Playa de San Juan;338;116;2,6;1,8;300;674;1200;5,8;202
2014;4;Polígono de Babel;47;113;3,2;1,9;400;568;900;5;111
2014;4;Polígono de San Blas;37;98;3,2;1,8;350;486;650;5;82
2014;4;Princesa Mercedes - San Fernando;12;92;3;1,5;270;415;600;4,5;105
2014;4;Rabasa;2;93;3;1,5;450;475;500;5,1;25
2014;4;Raval Roig;19;90;2,4;1,6;350;567;800;6,3;137
2014;4;San Agustín;6;91;2,2;2;390;460;580;5,1;61
2014;4;San Antón;9;72;1,9;1,4;260;441;575;6,1;104
2014;4;San Blas;64;80;2,2;1,4;310;423;600;5,3;59
2014;4;San Gabriel;23;94;2,9;1,8;350;530;700;5,6;84
2014;4;Sidi Ifni - Nou Alacant;6;78;2,8;1;250;349;450;4,5;63
2014;4;Tómbola;5;103;3,2;2;400;514;650;5;91
2014;4;Urbanova;11;71;1,8;1,3;325;399;475;5,6;60
2014;4;Villafranqueza;5;86;2,8;1,6;325;369;400;4,3;29
2014;4;Virgen del Remedio;5;82;2,8;1;250;303;400;3,7;56
2014;4;Vistahermosa;12;118;3;1,7;450;595;800;5,1;128
2015;1;Alipark;12;95;3,1;1,4;300;453;530;4,8;59
2015;1;Altozano;38;94;3;1,5;250;431;550;4,6;79
2015;1;Benalúa;61;88;2,7;1,5;280;474;780;5,4;94
2015;1;Benisaudet;5;106;3,4;1,9;420;556;600;5,2;65
2015;1;Cabo de las Huertas;68;107;2,6;1,6;350;697;1260;6,5;209
2015;1;Campoamor;45;90;2,8;1,4;270;425;570;4,7;67
2015;1;Carolinas Altas;44;80;2,5;1,2;250;392;520;4,9;58
2015;1;Carolinas Bajas;57;79;2,4;1,2;240;404;550;5,1;65
2015;1;Casco Antiguo - Sta. Cruz;31;77;2;1,3;300;553;1000;7,2;189
2015;1;Centro Histórico - Tradicional;66;89;2,4;1,5;290;558;1050;6,3;148
2015;1;Ciudad de Asís;15;89;2,6;1,5;280;404;470;4,6;53
2015;1;Colonia Requena;2;80;3;1,5;230;255;280;3,2;19
2015;1;Divina Pastora;2;227;4;2,7;520;688;750;3;109
2015;1;El Palmeral;7;91;2,6;1,7;370;566;700;6,2;94
2015;1;Ensanche - Diputación;139;101;2,8;1,7;280;594;970;5,9;148
2015;1;Florida Alta;23;86;2,8;1,3;275;407;510;4,7;56
2015;1;Florida Baja;26;90;2,7;1,4;250;436;530;4,8;68
2015;1;Garbinet;2;104;2,5;1,3;410;493;510;4,8;46
2015;1;Gran Vía - Parque Avenidas;37;102;2,9;1,9;420;606;740;5,9;76
2015;1;Juan XXIII 1er sector;6;83;3;1,2;290;371;420;4,5;44
2015;1;Juan XXIII 2do Sector;3;94;3,5;1,7;210;325;390;3,4;62
2015;1;La Albufereta;86;80;2,1;1,4;240;551;940;6,9;142
2015;1;La Goteta;1;80;2,5;1,3;340;379;375;4,7;18
2015;1;Las Cuatrocientas Viviendas;1;76;2,3;1,7;300;382;420;5;57
2015;1;Los Ángeles;29;91;2,9;1,5;275;423;520;4,7;66
2015;1;Mercado;59;97;2,8;1,5;290;563;930;5,8;148
2015;1;PAU I;26;97;2,6;1,8;430;623;720;6,4;69
2015;1;PAU II;13;103;2,8;1,9;430;568;640;5,5;63
2015;1;Pla del Bon Repós;52;77;2,6;1,2;260;383;510;5;53
2015;1;Playa de San Juan;237;110;2,5;1,7;300;688;1200;6,3;204
2015;1;Polígono de Babel;45;106;3,1;1,9;375;575;800;5,4;100
2015;1;Polígono de San Blas;27;94;3;1,7;350;517;630;5,5;80
2015;1;Princesa Mercedes - San Fernando;10;84;2,8;1,3;290;395;480;4,7;65
2015;1;Rabasa;2;95;2,7;1,5;520;637;670;6,7;68
2015;1;Raval Roig;15;85;2,3;1,4;350;569;780;6,7;130
2015;1;San Agustín;4;89;2,3;1,5;340;443;510;5;64
2015;1;San Antón;13;74;2;1,2;270;426;600;5,7;91
2015;1;San Blas;69;84;2,5;1,4;290;446;590;5,3;62
2015;1;San Gabriel;25;97;2,9;1,8;350;549;690;5,7;94
2015;1;Sidi Ifni - Nou Alacant;8;81;2,7;1,1;250;350;400;4,3;41
2015;1;Tómbola;5;104;3;1,8;410;515;550;4,9;54
2015;1;Urbanova;8;80;2,1;1,4;350;475;660;5,9;106
2015;1;Villafranqueza;6;81;2,4;1,4;300;392;440;4,8;52
2015;1;Virgen del Remedio;7;85;2,8;1,2;220;313;410;3,7;56
2015;1;Vistahermosa;13;114;2,9;1,8;410;648;840;5,7;147
2015;2;Alipark;22;97;3,3;1,4;400;465;550;4,8;38
2015;2;Altozano;30;93;2,8;1,6;300;416;550;4,5;71
2015;2;Benalúa;67;93;2,8;1,4;300;453;610;4,9;66
2015;2;Benisaudet;6;113;2,7;1,8;314;532;650;4,7;118
2015;2;Cabo de las Huertas;48;93;2,2;1,5;270;609;1200;6,5;197
2015;2;Campoamor;60;96;2,7;1,5;320;458;650;4,8;89
2015;2;Carolinas Altas;58;89;2,7;1,3;220;385;550;4,3;66
2015;2;Carolinas Bajas;57;80;2,4;1,3;250;397;600;4,9;75
2015;2;Casco Antiguo - Sta. Cruz;25;75;1,9;1,2;299;509;850;6,8;171
2015;2;Centro Histórico - Tradicional;91;100;2,6;1,6;290;596;1000;6;164
2015;2;Ciudad de Asís;30;80;2,6;1,4;300;382;475;4,8;52
2015;2;Colonia Requena;4;60;3;1;220;245;260;4,1;15
2015;2;El Palmeral;6;111;3;1,9;430;509;575;4,6;54
2015;2;Ensanche - Diputación;180;101;2,7;1,6;335;551;1100;5,5;155
2015;2;Florida Alta;20;96;3,2;1,4;250;386;490;4;63
2015;2;Florida Baja;39;77;2,2;1,2;275;413;599;5,4;76
2015;2;Gran Vía - Parque Avenidas;66;115;2,9;1,9;350;607;950;5,3;118
2015;2;Juan XXIII 1er sector;6;101;3;1,5;260;388;490;3,8;84
2015;2;Juan XXIII 2do Sector;2;105;3,5;1,5;320;323;325;3,1;3
2015;2;La Albufereta;66;86;2,2;1,4;260;498;1100;5,8;160
2015;2;Los Ángeles;39;97;3;1,5;250;382;550;3,9;78
2015;2;Mercado;71;99;2,7;1,7;320;511;900;5,2;110
2015;2;Moralet;3;83;2,3;1,3;425;433;450;5,2;12
2015;2;PAU I;25;98;2,5;1,9;390;546;675;5,6;86
2015;2;PAU II;17;106;3;2;430;512;650;4,8;65
2015;2;Pla del Bon Repós;47;89;2,8;1,4;270;408;550;4,6;74
2015;2;Playa de San Juan;187;109;2,5;1,7;340;653;1200;6;197
2015;2;Polígono de Babel;42;109;3,3;2;430;552;800;5,1;84
2015;2;Polígono de San Blas;27;104;3,4;1,7;350;516;650;5;90
2015;2;Princesa Mercedes - San Fernando;18;91;2,8;1,5;300;421;525;4,6;65
2015;2;Raval Roig;15;79;1,9;1,6;350;538;800;6,8;135
2015;2;San Agustín;3;84;2,3;1,6;350;470;600;5,6;102
2015;2;San Antón;17;75;2,1;1,3;290;446;595;6;69
2015;2;San Blas;68;99;2,8;1,5;300;453;650;4,6;93
2015;2;San Gabriel;37;113;3,2;1,9;330;506;650;4,5;76
2015;2;San Nicolás de Bari;2;95;3;2;450;500;550;5,3;50
2015;2;Sidi Ifni - Nou Alacant;8;81;2,9;1,3;280;365;480;5,1;62
2015;2;Tómbola;8;99;3;1,8;400;456;550;4,6;58
2015;2;Urbanova;4;83;2,3;1,5;400;513;750;6,2;139
2015;2;Villafranqueza;4;74;2;1,4;350;450;500;6,1;61
2015;2;Virgen del Remedio;9;89;3,4;1,2;270;328;450;4;65
2015;3;Alipark;19;96;3,1;1,6;300;502;600;5,2;72
2015;3;Altozano;23;91;3;1,5;280;402;550;4,4;77
2015;3;Benalúa;90;100;2,9;1,6;300;487;800;4,9;92
2015;3;Benisaudet;6;105;3,2;1,8;440;509;650;4,9;73
2015;3;Cabo de las Huertas;86;103;2,6;1,7;300;687;1350;6,7;255
2015;3;Campoamor;54;88;2,8;1,4;280;412;550;4,7;63
2015;3;Carolinas Altas;48;91;2,8;1,3;290;394;525;4,4;61
2015;3;Carolinas Bajas;52;82;2,4;1,2;250;399;600;4,9;88
2015;3;Casco Antiguo - Sta. Cruz;29;68;1,7;1,3;299;503;850;7,4;143
2015;3;Centro Histórico - Tradicional;89;94;2,6;1,6;300;601;1100;6,4;172
2015;3;Ciudad de Asís;15;93;2,3;1,3;280;400;600;4,3;102
2015;3;El Palmeral;7;108;2,9;2;375;539;600;5;84
2015;3;Ensanche - Diputación;157;103;2,9;1,7;300;593;1000;5,7;142
2015;3;Florida Alta;15;90;2,9;1,2;280;396;500;4,4;61
2015;3;Florida Baja;22;98;2,8;1,4;275;416;550;4,3;76
2015;3;Gran Vía - Parque Avenidas;52;109;2,7;1,9;450;587;700;5,4;73
2015;3;Juan XXIII 1er sector;5;92;3,2;1,6;300;350;450;3,8;63
2015;3;Juan XXIII 2do Sector;3;95;3,7;1,7;300;317;350;3,3;24
2015;3;La Albufereta;72;79;2,1;1,5;325;522;800;6,6;123
2015;3;Los Ángeles;27;88;3,1;1,5;250;404;500;4,6;80
2015;3;Mercado;85;89;2,5;1,5;300;471;650;5,3;83
2015;3;PAU I;21;99;2,4;2;480;612;750;6,2;67
2015;3;PAU II;11;103;2,8;2;470;585;700;5,7;66
2015;3;Pla del Bon Repós;46;79;2,8;1,3;270;390;525;4,9;51
2015;3;Playa de San Juan;246;107;2,4;1,7;330;667;1200;6,3;212
2015;3;Polígono de Babel;41;115;3,1;1,9;320;574;900;5;145
2015;3;Polígono de San Blas;21;105;3;1,6;350;543;750;5,2;125
2015;3;Princesa Mercedes - San Fernando;11;93;3;1,3;300;439;600;4,7;76
2015;3;Raval Roig;15;95;2,2;1,6;400;495;700;5,2;94
2015;3;San Agustín;4;78;2,3;1,3;270;371;490;4,8;79
2015;3;San Antón;22;78;2,3;1,2;290;474;650;6;105
2015;3;San Blas;70;89;2,9;1,4;330;424;600;4,8;66
2015;3;San Gabriel;21;100;2,9;1,7;325;516;650;5,2;79
2015;3;San Nicolás de Bari;3;102;3;1,7;300;408;475;4;77
2015;3;Sidi Ifni - Nou Alacant;3;78;2,6;1,2;299;320;330;4,1;15
2015;3;Tómbola;14;99;2,7;1,7;450;508;700;5,1;74
2015;3;Urbanova;7;83;2,3;1,6;350;474;600;5,7;86
2015;3;Villafranqueza;7;77;2,4;1,4;250;395;500;5,1;82
2015;3;Virgen del Remedio;6;84;3;1;250;292;350;3,5;45
2015;3;Vistahermosa;12;147;3,1;1,8;350;648;990;4,4;180
2015;4;Alipark;18;97;2,9;1,4;300;463;600;4,8;61
2015;4;Altozano;24;93;2,7;1,5;300;429;600;4,6;82
2015;4;Benalúa;66;92;2,6;1,4;290;469;1000;5,1;139
2015;4;Benisaudet;16;105;3,1;1,8;500;523;600;5;26
2015;4;Cabo de las Huertas;113;112;2,6;1,7;350;699;1350;6,2;250
2015;4;Campoamor;40;84;2,4;1,3;200;407;600;4,9;87
2015;4;Carolinas Altas;41;80;2,6;1,1;250;377;500;4,7;58
2015;4;Carolinas Bajas;47;79;2,4;1,3;250;370;520;4,7;64
2015;4;Casco Antiguo - Sta. Cruz;37;78;1,9;1,4;300;620;1200;7,9;259
2015;4;Centro Histórico - Tradicional;90;105;2,8;1,6;260;644;1200;6,1;210
2015;4;Ciudad de Asís;13;86;2,4;1,2;290;377;500;4,4;67
2015;4;Colonia Requena;3;70;3;1;180;197;220;2,8;17
2015;4;Ensanche - Diputación;181;103;2,8;1,7;300;597;1000;5,8;140
2015;4;Florida Alta;30;88;2,8;1,1;300;393;500;4,5;52
2015;4;Florida Baja;54;89;2,7;1,4;275;422;550;4,7;70
2015;4;Gran Vía - Parque Avenidas;45;143;2,8;1,9;440;650;900;4,5;129
2015;4;Juan XXIII 1er sector;6;74;2,6;1;300;377;410;5,1;37
2015;4;Juan XXIII 2do Sector;2;93;3,5;1,5;330;340;350;3,7;10
2015;4;La Albufereta;103;84;2;1,4;240;523;1000;6,2;135
2015;4;Los Ángeles;53;94;2,8;1,5;290;400;520;4,3;54
2015;4;Mercado;72;99;2,7;1,6;280;573;1200;5,8;177
2015;4;PAU I;15;112;2,9;2;600;647;750;5,8;42
2015;4;PAU II;14;103;2,6;1,8;450;606;700;5,9;63
2015;4;Pla del Bon Repós;83;82;2,6;1,2;300;401;500;4,9;56
2015;4;Playa de San Juan;261;121;2,6;1,8;340;717;1200;5,9;225
2015;4;Polígono de Babel;50;110;3,2;1,9;400;578;800;5,3;94
2015;4;Polígono de San Blas;33;95;3,1;1,6;350;475;700;5;100
2015;4;Princesa Mercedes - San Fernando;16;85;2,9;1,2;250;368;500;4,3;81
2015;4;Raval Roig;20;93;2,4;1,5;390;537;800;5,8;115
2015;4;San Agustín;4;120;2,7;2,3;230;453;750;3,8;193
2015;4;San Antón;37;79;2,1;1,2;295;431;650;5,5;82
2015;4;San Blas;78;87;2,6;1,4;310;445;655;5,1;79
2015;4;San Gabriel;32;99;3;1,7;325;519;750;5,3;101
2015;4;San Nicolás de Bari;2;100;3;1;300;325;350;3,3;25
2015;4;Tómbola;8;108;3,3;1,9;300;514;600;4,8;93
2015;4;Urbanova;21;71;2;1,4;325;460;750;6,5;108
2015;4;Villafranqueza;13;81;2,5;1,4;340;388;450;4,8;35
2015;4;Virgen del Remedio;8;86;3,1;1,1;200;289;350;3,4;43
2015;4;Vistahermosa;19;121;2,5;1,8;350;717;1350;5,9;235
2016;1;Alipark;14;88;3,1;1,4;300;429;500;4,9;65
2016;1;Altozano;30;88;3;1,5;250;403;550;4,6;87
2016;1;Benalúa;82;105;2,8;1,5;290;493;900;4,7;154
2016;1;Benisaudet;11;108;2,9;1,9;314;560;780;5,2;135
2016;1;Cabo de las Huertas;68;115;2,4;1,7;395;743;1500;6,5;303
2016;1;Campoamor;48;88;2,7;1,2;250;403;550;4,6;72
2016;1;Carolinas Altas;62;81;2,3;1,3;300;392;550;4,8;55
2016;1;Carolinas Bajas;49;78;2,3;1,3;250;391;500;5;63
2016;1;Casco Antiguo - Sta. Cruz;43;81;2,1;1,4;300;588;1200;7,3;233
2016;1;Centro Histórico - Tradicional;92;86;2,2;1,5;350;595;1000;6,9;155
2016;1;Ciudad de Asís;21;90;2,5;1,4;325;395;490;4,4;47
2016;1;El Palmeral;8;93;2,6;1,7;450;569;600;6,1;50
2016;1;Ensanche - Diputación;154;106;3;1,7;300;641;1200;6,1;182
2016;1;Florida Alta;23;87;2,5;1;280;401;550;4,6;73
2016;1;Florida Baja;44;90;2,7;1,5;275;432;600;4,8;83
2016;1;Gran Vía - Parque Avenidas;66;105;2,8;1,8;300;562;800;5,4;94
2016;1;Juan XXIII 1er sector;7;79;3;1,1;350;419;500;5,3;54
2016;1;Juan XXIII 2do Sector;2;80;3;1,5;250;300;350;3,8;50
2016;1;La Albufereta;66;75;2;1,3;250;516;1000;6,9;163
2016;1;Los Ángeles;53;95;2,9;1,5;250;419;700;4,4;95
2016;1;Mercado;70;94;2,6;1,5;300;549;900;5,8;158
2016;1;PAU I;23;106;3;2;550;654;800;6,2;78
2016;1;PAU II;12;98;2,5;1,9;390;599;850;6,1;106
2016;1;Pla del Bon Repós;64;79;2,6;1,2;270;420;700;5,3;104
2016;1;Playa de San Juan;207;127;2,7;1,9;300;763;1300;6;243
2016;1;Polígono de Babel;28;108;3,4;2;400;572;800;5,3;101
2016;1;Polígono de San Blas;21;117;3,8;2;445;662;900;5,6;118
2016;1;Princesa Mercedes - San Fernando;9;74;2,2;1;350;384;442;5,2;31
2016;1;Raval Roig;17;81;2;1,3;350;524;800;6,5;131
2016;1;San Agustín;3;110;2,3;1,5;400;433;500;3,9;47
2016;1;San Antón;18;72;1,9;1,3;295;475;720;6,6;106
2016;1;San Blas;75;97;3;1,5;330;475;700;4,9;98
2016;1;San Gabriel;20;105;3,1;1,8;300;531;800;5;119
2016;1;San Nicolás de Bari;2;109;3;1,5;300;350;400;3,2;50
2016;1;Sidi Ifni - Nou Alacant;3;83;2,3;1,3;330;370;430;4,4;43
2016;1;Tómbola;2;86;2,5;1,5;300;388;475;4,5;88
2016;1;Urbanova;18;81;2,2;1,7;400;504;700;6,2;100
2016;1;Villafranqueza;3;75;2,3;1,3;380;403;450;5,4;33
2016;1;Virgen del Remedio;8;86;3,3;1,1;250;318;450;3,7;60
2016;1;Vistahermosa;17;100;2,8;1,6;420;599;950;6;149
2016;2;Colonia Requena;5;60;2,6;1;190;224;240;3,7;17
2016;2;Juan XXIII 1er sector;6;81;2,8;1,2;300;348;450;4,3;56
2016;2;Moralet;3;78;2,3;1;350;377;400;4,8;21
2016;2;Princesa Mercedes - San Fernando;17;90;3,1;1,1;250;389;500;4,3;71
2016;2;Virgen del Remedio;2;95;3,5;1,5;270;395;520;4,2;125
2016;2;Florida Alta;34;90;2,6;1,2;260;400;500;4,4;63
2016;2;Villafranqueza;7;76;2,1;1,7;350;404;450;5,3;39
2016;2;Los Ángeles;37;83;2,7;1,4;250;418;575;5;81
2016;2;Carolinas Altas;62;82;2,4;1,3;290;419;550;5,1;68
2016;2;Pla del Bon Repós;67;81;2,6;1,3;250;428;650;5,3;98
2016;2;Florida Baja;38;83;2,6;1,3;330;430;575;5,2;68
2016;2;Ciudad de Asís;27;88;2,5;1,5;300;432;500;4,9;64
2016;2;Carolinas Bajas;62;81;2,4;1,2;300;432;600;5,4;79
2016;2;Altozano;25;88;2,7;1,3;270;434;600;4,9;93
2016;2;Campoamor;45;91;2,8;1,5;275;446;600;4,9;90
2016;2;Benalúa;51;87;2,5;1,3;310;458;800;5,2;97
2016;2;San Blas;62;92;2,7;1,4;310;464;700;5,1;91
2016;2;San Antón;15;73;1,8;1,2;350;467;650;6,4;82
2016;2;Polígono de San Blas;31;95;2,7;1,4;325;479;700;5,1;92
2016;2;San Gabriel;17;100;2,9;1,6;330;514;650;5,1;105
2016;2;Alipark;27;94;3;1,3;375;519;600;5,5;69
2016;2;Tómbola;3;100;2,3;2;500;533;550;5,3;24
2016;2;Benisaudet;5;102;3,2;2;480;546;600;5,4;38
2016;2;Vistahermosa;9;128;3,1;1,6;400;553;750;4,3;106
2016;2;El Palmeral;7;112;2,9;2;420;553;700;4,9;88
2016;2;Polígono de Babel;34;103;3,1;1,8;350;558;800;5,4;116
2016;2;Urbanova;10;91;2,2;1,7;400;580;950;6,4;195
2016;2;La Albufereta;55;86;2,2;1,5;250;604;1200;7;181
2016;2;Casco Antiguo - Sta. Cruz;43;79;1,8;1,3;300;608;1200;7,7;201
2016;2;Gran Vía - Parque Avenidas;48;116;2,7;1,8;275;617;900;5,3;129
2016;2;PAU II;20;102;2,8;1,9;500;619;750;6,1;72
2016;2;PAU I;19;103;2,8;1,8;500;644;800;6,2;93
2016;2;Mercado;87;106;2,8;1,7;360;669;1100;6,3;183
2016;2;Raval Roig;14;90;2,4;1,3;350;672;820;7,4;133
2016;2;Centro Histórico - Tradicional;79;92;2,5;1,6;350;688;1200;7,5;196
2016;2;Ensanche - Diputación;133;106;2,9;1,7;380;689;1200;6,5;201
2016;2;Playa de San Juan;151;102;2,4;1,7;230;720;1400;7,1;266
2016;2;Cabo de las Huertas;59;116;2,4;1,6;400;822;1600;7,1;361
2016;3;Alipark;30;97;3,2;1,2;400;532;600;5,5;76
2016;3;Altozano;29;97;3,1;1,4;300;500;650;5,2;96
2016;3;Benalúa;51;98;2,9;1,5;300;530;980;5,4;151
2016;3;Benisaudet;8;107;3,5;1,9;475;584;650;5,5;70
2016;3;Cabo de las Huertas;75;95;2,4;1,6;350;669;1250;7;235
2016;3;Campoamor;61;88;2,8;1,4;250;433;625;4,9;85
2016;3;Carolinas Altas;47;80;2,4;1,1;300;392;500;4,9;51
2016;3;Carolinas Bajas;58;93;2,7;1,4;290;471;670;5,1;92
2016;3;Casco Antiguo - Sta. Cruz;42;75;1,9;1,4;260;585;1200;7,8;209
2016;3;Centro Histórico - Tradicional;85;93;2,4;1,5;300;642;1000;6,9;171
2016;3;Ciudad de Asís;16;95;2,9;1,5;300;419;600;4,4;80
2016;3;Divina Pastora;3;108;3;2;250;600;950;5,5;286
2016;3;Ensanche - Diputación;168;106;2,9;1,7;300;671;1550;6,3;188
2016;3;Florida Alta;20;89;2,7;1,3;260;401;550;4,5;60
2016;3;Florida Baja;32;89;2,7;1,4;350;463;600;5,2;58
2016;3;Gran Vía - Parque Avenidas;30;108;2,9;2;500;620;800;5,7;79
2016;3;Juan XXIII 1er sector;6;81;2,8;1,5;280;378;450;4,7;50
2016;3;Juan XXIII 2do Sector;2;90;3;1;250;275;300;3,1;25
2016;3;La Albufereta;69;80;2,2;1,4;280;564;900;7;147
2016;3;Los Ángeles;58;91;2,8;1,5;315;445;550;4,9;71
2016;3;Mercado;62;96;2,7;1,6;360;584;950;6,1;134
2016;3;Moralet;3;99;3,3;2;450;508;575;5,1;51
2016;3;PAU I;30;111;2,6;1,9;550;696;950;6,3;104
2016;3;PAU II;15;101;2,6;1,9;570;616;700;6,1;33
2016;3;Pla del Bon Repós;42;72;2,4;1,1;300;416;525;5,8;50
2016;3;Playa de San Juan;229;98;2,4;1,7;300;693;1300;7,1;213
2016;3;Polígono de Babel;26;117;3,1;1,9;380;624;950;5,3;127
2016;3;Polígono de San Blas;15;115;3,1;1,9;375;589;900;5,1;147
2016;3;Princesa Mercedes - San Fernando;21;81;2,8;1,2;290;425;690;5,2;115
2016;3;Raval Roig;27;80;2,2;1,2;360;545;850;6,8;147
2016;3;San Agustín;2;112;3,5;2,5;375;498;620;4,5;123
2016;3;San Antón;15;77;2;1,2;295;465;650;6,1;96
2016;3;San Blas;108;86;2,5;1,4;300;466;800;5,4;105
2016;3;San Gabriel;10;104;3;1,8;450;576;700;5,5;80
2016;3;Sidi Ifni - Nou Alacant;9;84;2,9;1,4;320;429;550;5,1;81
2016;3;Tómbola;4;80;3;1,7;300;418;490;5,2;76
